shastragaar,शस्त्रागार
pregnacy,प्रेगनेसी
khabardarichi,खबरदारीची
zaatin,ज़ातीं
enterpaneur,एंटरपेन्योर
bahuarthata,बहुअर्थता
bhogoongi,भोगूंगी
savaliram,सवालीराम
parchana,परचाना
balpanapasun,बालपणापासून
walberg,वालबर्ग
himanshuji,हिमांशुजी
samlakshanam,समलक्षणम्
atikramakanari,अतिक्रमकणारी
chezo,चेजो
berozgaareevash,बेरोज़गारीवश
pravikeerna,प्रविकीर्ण
wargery,वार्जरी
hatvaaveet,हटवावीत
connectiondhariyon,कनेक्शनधारियों
bachavseva,बचावसेवा
demetriades,डेमेट्रिड्स
denachahte,देनाचाहते
doshambe,दोशम्बे
thookoge,थूकोगे
bhujehra,भुजेहरा
jboss,जेबॉस
aramdeya,अरामदेय
floxacin,फ्लॉक्सासिन
belaire,बलायर
shubhsamay,शुभसमय
jindageemen,जिन्दगीमें
resode,रिसोड
soosairaj,सोजाईराज
khatushyamji,खाटूश्यामजी
crayfish,क्रेफ़िश
prakarshta,प्रकर्षता
sigaretkhor,सिगरेटखोर
braded,ब्रेडेड
divyaswapan,दिव्यास्वपन
abhilekhamarfat,अभिलेखमार्फत
apsabdo,अपसब्दो
respiratory,रेस्पिरेटरी
contemporaries,कन्टेम्पोरेरीस
banaude,बनौड़े
humanised,ह्यूमेनाइज्ड
vidyalayanchi,विद्यालयांची
sadapayog,सदपयोग
worcestshire,वोरसेस्टशायर
namparyay,नामपर्याय
tongaon,टोंगाओं
verraroa,वेरारोआ
pallavesvaram,पल्लवेश्वरम
jedaajhaal,जेड़ाझाल
siddhaantanirupan,सिद्धान्तनिरूपण
dughli,दुघली
srinivasula,श्रीनिवासुल
furious,फ्युरियस
srisohanlal,श्रीसोहनलाल
respiratory,रैस्पीरेटरी
shilabaipas,शीलाबाईपास
vimanasathi,विमानासाठी
pixelate,पीक्सेलते
pareepatrit,परिपत्रित
pokline,पोकलाईन
challence,चैलेंस
sakade,सकड़े
fettercairn,फेटरकेयर्न
pehechana,पहचाना
nalikao,नलिकाओ
tehsilchi,तहसीलची
bhavkiya,भावकीय
banvaai,बनवाई
turramakhaan,तुर्रमखाँ
jansempa,जनसेंपा
selter,सेल्टर
formaldehyde,फॉरमल्डिहाइड
makutesvara,महाकूटेश्वर
subaskaran,सुबास्करन
bhojvir,भोजवीर
parajayachya,पराजयाच्या
anshroop,अंशरूप
bataaien,बताइएं
muraadgarh,मुरादगढ़
harderam,हरदेराम
thanantarit,थानांतरित
ninyanve,निन्यानवे
ridha,रिधा
abax,अबैक्स
ajana,अजना
kanakavati,कनकवती
dickie,डिकी
mazidi,मज़िदी
samasyas,समस्यास
ismense,इसमेंसे
pradeshaghyaksh,प्रदेशाघ्यक्ष
chakachoundhbhari,चकाचौंधभरी
lonborg,लॉनबोर्ग
sunachar,सुनाचार
manala,मनाला
vimol,विमोल
makadaai,मकड़ाई
forfeature,फॉरफीचर
kavusoglu,कावूसोगलू
countia,काउंटिया
piyaanon,पियानों
shimazu,शिमाज़ु
upadal,उपदल
vaayaji,वायजी
smalpox,स्मालपाक्स
kurikhal,कुरिखाल
misilo,मिसाइलों
daryadil,दरयादिल
khoondon,खूंदों
staraantoon,स्तरांतून
tripoli,त्रिपोली
umbilical,अमबिलिकल
carmello,कारमेलो
armaco,अर्माको
bhavonmesh,भावोन्मेष
chaurangipa,चौरंगीपा
besro,बेसरो
thaloi,थलोई
markfef,मार्कफेफ
letsie,लेटसी
todunga,तोड़ूँगा
ranchhodayji,रणछोड़रायजी
bambayar,बंबयार
chaplah,चप्लाह
samnevali,सामनेवाली
sheetalak,शीतलक
tabuchi,ताबुची
kedars,केदार्स
baraadari,बारादरी
fuljhadiyaan,फुलझड़ियां
vishbharpur,विश्भरपुर
belegere,बेलागेर
formermart,फार्मरमार्ट
jilhayaache,जिल्हयाचे
shadyantron,षड्यन्त्रों
prasaadhit,प्रसाधित
formis,फोर्मिस
anudanamadhun,अनुदानामधून
muktivaad,मुक्तिवाद
jayasunder,जयसुंदर
selaniyon,सैलानियों
proxiven,प्रोक्सीवेन
pratidhwanita,प्रतिध्वनित
mantreshwar,मंत्रेश्वर
namvarsinhji,नामवरसिंहजी
katip,कतीप
gokarni,गोकर्णी
goodbooks,गुडबुक्स
gingelly,जिन्जेल्ली
thinkmarket,थिंकमार्केट
ashul,अशुल
satkadiya,सतकड़िया
vaidyakshastrokt,वैद्यकशास्त्रोक्त
glioma,ग्लाइओमा
isawal,इसावल
dahiman,दहीमन
aslanbeck,असलानबेक
kulara,कुलारा
padenge,पड़ेगे
tamoliyon,तमोलियों
hamhun,हमहूं
aimscs,एआईएमएससीएस
maranshilta,मरणशीलता
pawanpreet,पवनप्रीत
samvaiya,संवैया
bhaireli,भैरेली
shakespearewala,शेक्सपियरवाला
constallation,कॉन्स्टेलेशन
mahiyan,महियाँ
wellstack,वेलस्टैक
sukarat,सुकरत
sumantumuni,सुमन्तुमुनि
lankhon,लांखों
purabaiya,पुरबैया
dargo,डार्गो
associating,एसोसिएटिंग
seamons,सीमन्स
barra,बर्रा
pirividintseva,पिरिविदिन्त्सेवा
mahekaa,महका
paryavekshakanchya,पर्यवेक्षकांच्या
kodagu,कडगु
mahmudnagar,महमूदनगर
kosgei,कोसगेई
chemmo,चीमो
dhandhemein,धंधेमें
teetal,तीतल
kahaarati,कहारती
unnayanit,उन्नयनित
aashaarodi,आशारोड़ी
shishyottam,शिष्योत्तम
duvidhaabhare,दुविधाभरे
alaukita,अलौकिता
serosal,सिरोसल
abahat,अबाहत
agraganya,अग्रगन्य
ahins,अहिंस
numsan,नुमसान
presence,प्रजेन्स
surakshaaneeti,सुरक्षानीति
vatsadant,वत्सदन्त
apaaroop,अपारूप
ashtambar,अष्टाम्बर
analytics,एनेलेटिक्स
chhataachi,छताची
useeke,उसीके
ghusab,घुसब
hacomal,हैकोमल
symmetry,सिमिट्री
nityodayam,नित्योदयम्
allahallah,अल्लाह
kyanton,क्यान्टन
kagera,कगेरा
punahana,पुनाहाना
wimsteck,विम्स्टेक
kichadyukta,किचड़युक्त
baladhikar,बालाधिकार
qashif,काशिफ
hartog,हार्टोग
shinaki,शिनकी
trutia,त्रुटिया
charto,चार्टो
rahimatpurla,रहिमतपूरला
nyayaki,न्यायकी
chembakaraman,चेम्बाकरमण
birlo,बिरलो
punarbharanapeksha,पुनर्भरणापेक्षा
sookhaagrast,सूखाग्रस्त
pakrar,पकरार
yatrotsavache,यात्रोत्सवाचे
gangatoy,गंगातोय
paripakvatapurva,परिपक्वतापूर्व
rappert,रैपर्ट
azores,एज़ॉर्ज़
snataakottar,स्नताकोत्तर
bhairakheda,भैराखेड़ा
abahishkaarak,अबहिष्कारक
lajjagauri,लज्जागौरी
obedullah,ओबेदुल्ला
dalalin,दलालिन
jagowalia,जागोवालिया
talashili,तलाशीली
evoter,ईवोटर
vraj,बृज
gholiye,घोलिए
putratulya,पुत्रतुल्य
sikand,सिकन्द
tableselsius,टेबलसेल्सीयस
olandganj,ओलंदगंज
matsuyama,मात्सूयामा
laalkamal,लालकमल
munsif,मुंसिफ़
shivtanu,शिवताणु
fauna,फौना
lifetech,लाइफटेक
euderinaeis,युडैरिना
bustos,बस्टोस
prefill,प्रीफिल
infrance,इन्फ्रेंस
kirstie,किर्स्टी
agnitirth,अग्नितीर्थ
adaptor,एडॉप्टर
ccryn,सीसीआरएनएन
adhyeyan,अध्येयन
chichauda,चिचौड़ा
dhaulpurmein,धौलपुरमें
rovman,रॉवमान
rukmuddin,रुकमुद्दीन
willance,विलेंस
manmahaganadhipataye,मन्महागणाधिपतये
sumitpal,सुमितपाल
withnall,विथनाल
machhlandapur,मछलन्दपुर
hooeehai,हुईहै
penderecki,पेन्डेरेकी
chahith,चाहिथ
uddesha,उद्देशा
jotedaaron,जोतेदारों
shaleenta,शालीनता
dakwadi,डाकवाडी
ushmaaein,उष्माएँ
kholike,खोलिके
hitesnext,हाइट्सनेक्स्ट
seyungju,सेयुंगजू
tid,टिड
tantparya,तांत्पर्य
meenna,मीन्ना
chhidkav,छिड़काव
herney,हर्ने
filgrastim,फिल्ग्रास्टिम
baragarh,बारागढ़
shahpur,साहपुर
dhartaj,ढर्तज
sitambaram,सीतांबरम
dimakhwala,दिमाखवाला
numan,नौमान
kiadhikansh,किअधिकांश
bhitthikala,भिट्ठीकला
